id;platform;category;caption;hashtag;url;text_for_tfidf;like;views;comments;engagement_rate;is_popular;shares;saves
55;Tiktok;Belajar IT;ANALISA FUNDAMENTAL | BELAJAR LAPORAN KEUANGAN PERUSAHAAN | YT #sahamdarinol #investasisaham #pemula #clips #fyp;sahamdarinol,investasisaham,pemula,clips,fyp;https://www.tiktok.com/@trennnd/video/7576149333461011730;analis fundamental ajar lapor angan usaha saham nol investasi saham emu clips saham nol investasi saham emu clips;1038;31500;11;6.16;0;386;506
56;Tiktok;Belajar IT;#foryou #katakata #fyp;foryou,katakata,fyp;https://www.tiktok.com/@bilqis.2801/video/7557183594217688376;for you kataka for you kataka;110;2699;8;6.08;0;32;14
57;Tiktok;Belajar IT;Kalau menurut Anda gimana? #karirit #gaji #teknikinformatika #programmer #anakit #mahasiswait;karirit,gaji,teknikinformatika,programmer,anakit,mahasiswait;https://www.tiktok.com/@fransiskus.alvin/video/7176208288416042266;menur gim ana karir gaji teknikinformatika programmer anakit mahasiswait karir gaji teknikinformatika programmer anakit mahasiswait;811;10100;17;10.71;0;35;219
58;Tiktok;Belajar IT;#CapCut #orangbaik #;capcut,orangbaik;https://www.tiktok.com/@ambigu_03/video/7589894340810427669;cap cut orang cap cut orang;26;542;1;5.35;0;0;2
59;Tiktok;Belajar IT;"Tutorial pohon lagiii ✨
belajar bikin pohon yang detail dikit  masih pakai acrylic marker terfav dari ENMY Blackbox @enmyofficial.sea 
Have fun and happy creating!
#painting #drawings #drawingtutorial #enmy #enmyacrylicmarker #acrylicpainting #acrylicmarker #acrylicmarkerpen #acrylicmarkers #paintingtutorials #painting #paintingprocess #paintingideas";painting,drawings,drawingtutorial,enmy,enmyacrylicmarker,acrylicpainting,acrylicmarker,acrylicmarkerpen,acrylicmarkers,paintingtutorials,painting,paintingprocess,paintingideas;https://www.tiktok.com/@arsstudio_/video/7523147936612502804;tutorial pohon ajar pohon detail dikit pakai acrylic marker ter black box official sea have fun and happy creat ing painting drawing drawing tutorial acrylic marker acrylic painting acrylic marker acrylic marker pen acrylic marker painting tutorial painting painting process painting idea painting drawing drawing tutorial acrylic marker acrylic painting acrylic marker acrylic marker pen acrylic marker painting tutorial painting painting process painting idea;24200;274100;246;11.24;0;897;5462
60;Tiktok;Belajar IT;Jangan takut kejar karir impianmu, sekarang dengan bantuan @colearn.id  dimulai dari #satusoaldulu kamu bisa belajar #matematika untuk masa depanmu;satusoaldulu,matematika;https://www.tiktok.com/@davidlitow/video/6926442294518222082;takut kejar karir impi bantu cole arn dim ula ulu ajar matematika ulu matematika;2632;60900;27;4.66;0;44;134
61;Tiktok;Belajar IT;;;https://www.tiktok.com/@mminmixx/video/7589906015177428242;;19900;182500;2102;15.62;1;4280;2225
62;Tiktok;Belajar IT;"belajar dari akun ini lebih ngerti @NF Math
#fyp #trending #matematika";fyp,trending,matematika;https://www.tiktok.com/@tiasa303/video/7560575153852239116;ajar akun paham math trendi matematika trendi matematika;89000;1200000;430;9.36;0;3645;19238
63;Tiktok;Belajar IT;"VIDEO STUCK DI 200 VIEW???

#hendradigital #hendrawhorty #fypage #konten #viral   #pemula #idefyp #sukses #tipskonten #tipsbisnis #idekonten #belajar #learn #live #tiktok #belajartiktok #belajaronline #tutorialtiktoker #edukasitiktok #tipstiktokpemula #tahugaksih #samasamabelajar #tiktokpemula #tipstiktoker #tiktokpemulaa #berbagimanfaatpositif #tipslivestreaming #tipslivestreamingtiktok #pemulatiktok #edukasilivetiktok #kreatorlive #kreatorvideo #edukasitiktokpemula #fypditiktok #fyptiktok #tahugaksih #berbagimanfaatpositif #agency #agencylive #agencylivestreaming #agencylivestreamingtiktok #agencytiktok #agencytiktokindonesia #agencytiktokofficial #hdagency #hdagencylife #agencylife";hendradigital,hendrawhorty,fypage,konten,viral,pemula,idefyp,sukses,tipskonten,tipsbisnis,idekonten,belajar,learn,live,tiktok,belajartiktok,belajaronline,tutorialtiktoker,edukasitiktok,tipstiktokpemula,tahugaksih,samasamabelajar,tiktokpemula,tipstiktoker,tiktokpemulaa,berbagimanfaatpositif,tipslivestreaming,tipslivestreamingtiktok,pemulatiktok,edukasilivetiktok,kreatorlive,kreatorvideo,edukasitiktokpemula,fypditiktok,fyptiktok,tahugaksih,berbagimanfaatpositif,agency,agencylive,agencylivestreaming,agencylivestreamingtiktok,agencytiktok,agencytiktokindonesia,agencytiktokofficial,hdagency,hdagencylife,agencylife;https://www.tiktok.com/@hendradigital/video/7372709805565299973;video stuck view hend radi gita hend raw page konten viral emu ide sukses tips konten tips bisnis ide konten ajar learn live tik tok ajar tik tok ajar line tutorial tik toke edukasi tik tok tips tik tok emu ksi samas ama ajar tik tok emu tips tik toke tik tok emu ber manfaat positif tips live streaming tips live streaming tik tok emu lat tok edukasi live tik tok kreator live kreator video edukasi tik tok emu dit tok tik tok ksi ber manfaat positif agency agency live agency live streaming agency live streaming tik tok agency tik tok agency tik tok indonesia agency tik toko dage dage life agency life hend radi gita hend raw page konten viral emu ide sukses tips konten tips bisnis ide konten ajar learn live tik tok ajar tik tok ajar line tutorial tik toke edukasi tik tok tips tik tok emu ksi samas ama ajar tik tok emu tips tik toke tik tok emu ber manfaat positif tips live streaming tips live streaming tik tok emu lat tok edukasi live tik tok kreator live kreator video edukasi tik tok emu dit tok tik tok ksi ber manfaat positif agency agency live agency live streaming agency live streaming tik tok agency tik tok agency tik tok indonesia agency tik toko dage dage life agency life;49000;500100;10000;21.17;1;32400;14450
64;Tiktok;Belajar IT;"Info PENTING
Tanggal 12 Januari 2026 - Saya akan memulai grup WA Batch 1 Unntuk belajar Basic Tenses Yang sering dipakai berkomunikasi - Yang berminat bisa DM saya ya ""Tidak Gratis tapi terjangkau"" Karna saya sudah pernah buat yg gratis tapi isinya hanya orang fomo dan mau gratisan saja namun tidak ada hasrat untuk mencapainya hasilnya #MrArfi #tenses";mrarfi,tenses;https://www.tiktok.com/@mrarfiii/video/7589867307606805768;info tanggal januari mem ula grup batch tuk ajar basic tense dip aka berko mun kasi bermi nat gratis terjang kau gratis isi orang gratis hasrat men capai hasil tense tense;150;1981;9;9.24;0;3;21
65;Tiktok;Belajar IT;ini ayahku berusia 90 Tahun;;https://www.tiktok.com/@damiandoraman/video/7589820643323940114;ayah berus;324;3918;24;9.24;0;2;12
66;Tiktok;Belajar IT;;;https://www.tiktok.com/@agung_0095/video/7589911464618642708;;144;925;11;17.19;1;0;4
67;Tiktok;Belajar IT;Jeneng e ae sek belajar masak loo @Mamak Titin @Devi Wahani #nokidwi #mamaktitin #komedi #1rumah2ratu #menantudanmertua;nokidwi,mamaktitin,komedi,1rumah2ratu,menantudanmertua;https://www.tiktok.com/@nokidwiss/video/7589877102602620176;jeneng sek ajar masak loo mamak titi dev ani mamak titi komedi rumah ratu menantu mertua mamak titi komedi rumah ratu menantu mertua;2606;356900;47;0.83;0;131;185
68;Tiktok;Belajar IT;Memendam tidak menjamin masalah akan selesai  #mentalhealth #psikologi #itsokaytonotbeokay #sundarindah #serunyabelajar;mentalhealth,psikologi,itsokaytonotbeokay,sundarindah,serunyabelajar;https://www.tiktok.com/@sundarindah/video/7329123581722447110;mem end men jamin selesai mental health psikologi its oka ton beo kay sundari serun ajar mental health psikologi its oka ton beo kay sundari serun ajar;770200;8700000;4811;10.79;0;31200;132306
69;Tiktok;Belajar IT;;;https://www.tiktok.com/@alfansingdam89/video/7589830896925134088;;321;11600;7;4.06;0;100;43
70;Tiktok;Belajar IT;"membatik kelas 5 SD
#merdekabelajar #membatik #batik #fypシ #fypシ゚viral";merdekabelajar,membatik,batik,fypシ,fypシ゚viral;https://www.tiktok.com/@all_about.student/video/7344017339215645957;mem batik kelas merdeka ajar mem batik batik viral merdeka ajar mem batik batik viral;17;2570;0;0.93;0;5;2
71;Tiktok;Belajar IT;"Proses pembuatan Sekolah Darurat Perjuangan terus kami lakukan. Agar anak-anak kita di lokasi bencana bisa sekolah dan tak kehilangan masa depan.

Lihatlah harapan tulus yang disampaikan anak-anak kita ini. Semoga Sumatra lekas membaik agar mereka bisa menggapai mimpi.";;https://www.tiktok.com/@ganjarpranowo/video/7589904329436450069;proses sekolah darurat juang laku anak anak lokasi bencana sekolah lang lihat harap tulus dis ampai anak anak moga sumatra lekas mem mengga pai mimpi;1431;17200;71;9.28;0;24;71
72;Tiktok;Belajar IT;"IOE-Olympic Tiếng Anh trên Internet.
#english #viral #foryou #ioe #learnontiktok @LANGMASTER";english,viral,foryou,ioe,learnontiktok;https://www.tiktok.com/@englishandmore1517/video/7573894841407491349;pic intern lish viral for you learn tik tok lang master lish viral for you learn tik tok;213;24200;57;1.5;0;64;29
73;Tiktok;Belajar IT;"Belajar pronoun itu gampang kalau tahu kuncinya! Yuk pahami bareng 
#belajarbahasainggris #pemula #online #fypage #tiktokviral";belajarbahasainggris,pemula,online,fypage,tiktokviral;https://www.tiktok.com/@mikhaila_kaila/video/7579055948904287496;ajar pronoun mudah kunci yuk paham bareng ajar bahasa inggris emu line page tik tok viral ajar bahasa inggris emu line page tik tok viral;53200;1800000;2991;4.33;0;10600;11140
74;Tiktok;Belajar IT;"cara belajar efektif dan efisien? yok pake cara ini biar belajar kalian makin seruu!!
#belajaritupenting #belajaritumenyenangkan #belajarseru #cara #belajar #efektif #dan #efisien #fyp";belajaritupenting,belajaritumenyenangkan,belajarseru,cara,belajar,efektif,dan,efisien,fyp;https://www.tiktok.com/@choolatee_w/video/7297073214302276870;ajar efektif efisien yok pakai biar ajar seru ajar ajar meny angka ajar seru ajar efektif efisien ajar ajar meny angka ajar seru ajar efektif efisien;18;706;0;3.12;0;1;3
75;Tiktok;Belajar IT;Replying to @IMRAN talk to yourself guys #storytime #inggristiktok #inggrispemula #inggrisindonesia #belajarbahasainggris #yukbelajarbareng;storytime,inggristiktok,inggrispemula,inggrisindonesia,belajarbahasainggris,yukbelajarbareng;https://www.tiktok.com/@patsdaily.co/video/7310484799347526918;reply ing ran talk yourself guy story time inggris tik tok inggris emu inggris indonesia ajar bahasa inggris yuk ajar bareng story time inggris tik tok inggris emu inggris indonesia ajar bahasa inggris yuk ajar bareng;50600;634400;527;8.95;0;278;5357
76;Tiktok;Belajar IT;#ad B.Inggris di sekolah vs B. Inggris di reality #belajarbahasainggris #samasamabelajar #foryou;ad,belajarbahasainggris,samasamabelajar,foryou;https://www.tiktok.com/@nofreeadi10/video/7055868425456946459;inggris sekolah inggris reality ajar bahasa inggris samas ama ajar for you ajar bahasa inggris samas ama ajar for you;710400;4900000;3383;15.67;1;4647;49619
77;Tiktok;Belajar IT;락킹듀오! d：^) judul tambahan 1;;https://www.tiktok.com/@eduardivakdalam0/video/7298570962864196907;judul;0;15;0;0.0;0;0;0
78;Tiktok;Belajar IT;"#Ammar dari BYDURI Ke SSN N9 (Za'aba) 

Di #ByduriAcademy Ammar ni jenis pemain yang paling cepat belajar daripada kawan2 dia yang lain. Kita memang plan & design dia jadi Feeder. Cuma dalam proses belajar saya galakkan dia try semua posisi. Itu sebab Ammar boleh main semua posisi dengan baik. Tapi seleranya Killer  

Alhamdulillah, Tahniah mar sebab dah naik level jadi 'state player' untuk N9 peringkat bawah umur. Nanti berentap la kamu dengan Jul dekat Liga KPM.

#SepakTakraw #MSSDHuluLangat 
@SK DESA BAIDURI";Ammar,ByduriAcademy,SepakTakraw,MSSDHuluLangat;https://www.tiktok.com/@byduri/video/7589843876081503509;amma duri aba duri academy amma jenis ain cepat ajar kawan plan design feeder proses ajar galak try posisi amma main posisi selera killer alhamdulillah tahniah mar level state player peringkat umur bere tap liga sepak takraw dhu ulang desa baiduri amma duri academy sepak takraw dhu ulang;353;18000;25;2.28;0;19;14
79;Tiktok;Belajar IT;"Perjalanan angkatan Desember 2025 sedang berjalan ikuti keseruannya ya! 

#pestarasaakhirtahun #pspppenerbangan #sekolahpenerbangan #sekolahpramugariterbaik";pestarasaakhirtahun,pspppenerbangan,sekolahpenerbangan,sekolahpramugariterbaik;https://www.tiktok.com/@aboutpspp/video/7589826126172769544;jalan angkat desember ber jalan kes eru ann pesta pen bangan sekolah pen bangan sekolah pramugari ter pesta pen bangan sekolah pen bangan sekolah pramugari ter;129;2910;2;5.19;0;5;15
80;Tiktok;Belajar IT;"Cara membuat abstrak lomba KTI (Karya Tulis Ilmiah)

#kti #lkti #abstrak #esai";kti,lkti,abstrak,esai;https://www.tiktok.com/@royhan.saydi/video/7419216755546934534;mem abstrak lomba karya tulis ilmiah abstrak esai abstrak esai;400;17100;10;4.78;0;57;351
81;Tiktok;Belajar IT;"Trend pencarian dan komen 2026 di tiktok..
 #newyear2026 #newyear #2026 #trendtiktok";newyear2026,newyear,2026,trendtiktok;https://www.tiktok.com/@bggadget22/video/7589854876868316436;trend pencar kom tik tok new year new year trend tik tok new year new year trend tik tok;39200;2100000;90600;6.3;0;442;2153
82;Tiktok;Belajar IT;sayangg udaa bahagiaa kan disanaa?? udaa ga sakitt lagii kan?? pioo sayangg abgg, terimakasii yaa sayangg udaa jadiin pioo cintaa terakhirr muu.., pioo rinduu sayangg, maaff yaa masii sukaa nangisinn atau punn masii sukaa ga terimaa samaa apaa yg di kasii Allah ke pioo, tapii ikhlas ituu bohongg sayangg☹️, tapii di sisii lainn pioo haruss belajarr ikhlass biarr sayangg tenangg di sanaa, jagainn pioo darii sanaa yaa sayangg, kaloo udaa waktunyaa nantii kitaa jumpaa lagii.. lopyuu sayangkuu;;https://www.tiktok.com/@vionaalwaysforuu/video/7589811019686415636;sayang uda bahagia dis ana uda sakit sayang terima kasi sayang uda cinta terak rindu sayang maaf mas suka nang isi mas suka terima kasi allah ikhlas bohong sayang sisi ajar ikhlas biar sayang tenang jaga inn sayang uda jumpa lop sayang;424600;4900000;1807;9.21;0;8161;16692
83;Tiktok;Belajar IT;#fyp #himatirta #unej #trend;fyp,himatirta,unej,trend;https://www.tiktok.com/@himatirtaunej/video/7268929424006073606;him ati trend him ati trend;52;2450;1;2.53;0;9;0
84;Tiktok;Belajar IT;"3 siswa kakehashi lolos job tekkin penempatan di hokkaido
Terimakasih kepada LPK SO yg sudah membantu siswa kami
#lpkkakehashimadiun #kenshuseijapan #fyp #lpkjepang #trending";lpkkakehashimadiun,kenshuseijapan,fyp,lpkjepang,trending;https://www.tiktok.com/@lpkkakehashiakademi/video/7589817564331527432;siswa kak ash lolos job kin pen kaid terima kasih mem bantu siswa kak ash madi ken use japan jepa trendi kak ash madi ken use japan jepa trendi;75;2530;2;3.64;0;5;10
85;Tiktok;Belajar IT;#AI #trending #FentySuperBrandDay #LanguageLearning #fyp;ai,trending,fentysuperbrandday,languagelearning,fyp;https://www.tiktok.com/@12378333cp0/video/7556937931395566862;trendi fent superb rand day language learning trendi fent superb rand day language learning;1361;72400;55;4.13;0;1325;249
86;Tiktok;Belajar IT;"cara cepat naik jabatan 
.
.
.
#fyp #fypシ゚viral #fypage 
#duniatambang_batubara 
#kalimantantimur 
#samarindakaltim#capcut";fyp,fypシ゚viral,fypage,duniatambang_batubara,kalimantantimur,samarindakaltim,capcut;https://www.tiktok.com/@tonylhaspeker/video/7239651426937359621;cepat jabat viral page dunia tambang batu bara kali mantan timur samar daka tim cap cut viral page dunia tambang batu bara kali mantan timur samar daka tim cap cut;203;10500;7;4.04;0;146;68
87;Tiktok;Belajar IT;"TEKNIK MEMBAGI TUGAS DENGAN KARTU GANTUNG.
Dalam suatu kegiatan pelatihan diperlukan teknik membagi tugas yang kreatif, ini salah satu contohnya, bisa dicoba.
#pramuka #blitar24jam #kwardajatim #viraltiktok #diskusi diskusi";pramuka,blitar24jam,kwardajatim,viraltiktok,diskusi;https://www.tiktok.com/@harjito.ojit/video/7564913219853094165;teknik mem tugas kartu gantung keg pelat han dip luka teknik mem tugas kreatif salah contoh coba pramuka lit jam ward aja tim viral tik tok diskusi diskusi pramuka lit jam ward aja tim viral tik tok diskusi;10;298;3;7.38;0;7;2
88;Tiktok;Belajar IT;"#CapCut
penjilat solusi naek pangkat cepat✌️✌️
#anaktambang #tambangbatubara #storytambang #pyf";capcut,anaktambang,tambangbatubara,storytambang,pyf;https://www.tiktok.com/@suu.rio/video/7255870935025077509;cap cut pen jilat solusi nae pangkat cepat anak tambang tambang batu bara story tambang cap cut anak tambang tambang batu bara story tambang;156;6901;6;3.29;0;43;22
89;Tiktok;Belajar IT;kalo kalian gimana? #art#artjakut#anakrantau#tiktokviral#fypppppppppppppppppppp;art,artjakut,anakrantau,tiktokviral,fypppppppppppppppppppp;https://www.tiktok.com/@riii.wahyun/video/7576902325898333447;gim ana artar akut anak rantau tik tok viral art art akut anak rantau tik tok viral;191;6137;19;3.57;0;5;4
90;Tiktok;Belajar IT;#howitsmade #✨;howitsmade,✨;https://www.tiktok.com/@seelenakm/video/7148624620684446982;how its made how its made;402300;4400000;4156;10.36;0;11100;38200
91;Tiktok;Belajar IT;"karikatur bisa bergerak gaes
#miniaturviral
#miniaturviraltiktok";miniaturviral,miniaturviraltiktok;https://www.tiktok.com/@masariana333/video/7547203817884962054;karikatur berger miniatur viral miniatur viral tik tok miniatur viral miniatur viral tik tok;951;289700;37;0.48;0;294;118
92;Tiktok;Belajar IT;"In this video, you will learn the basic human body parts in English with easy explanations in Pashto. This lesson is perfect for beginners who want to improve their English vocabulary step by step.
#HumanBodyParts 
#LearnEnglish 
#EnglishVocabulary 
#EnglishForBeginners";humanbodyparts,learnenglish,englishvocabulary,englishforbeginners;https://www.tiktok.com/@english.grammar.a1/video/7588259139281784085;this video you will learn the basic human body part lish with easy explanation pash this lesson perfect for beginner who want improve their lish vocabulary step step human body part learn lish lish vocabulary lish forb ginners human body part learn lish lish vocabulary lish forb ginners;12;184;4;11.41;1;4;1
93;Tiktok;Belajar IT;#Learning #Learning English  #Learning English  #englishtips #english;learning,learning english,learning english,englishtips,english;https://www.tiktok.com/@fidan.kerimova37/video/7578191433790704916;learning learning lish learning lish lish tips lish learning learning lish learning lish lish tips lish;360;26500;41;1.8;0;14;61
94;Tiktok;Belajar IT;#تعلم_على_التيك_توك #englishvocabulary #تعلم_اللغات #englishteacher #entertainment #تعليقات #تعلم_الانقلش_بسهوله #engcivil #englishhome #تعلم_الانجليزية_بنفسك #viraltiktok #الترجمة #englishgrammar #الانجليزية_معنا_أسهل #england #learning #engineer;تعلم_على_التيك_توك,englishvocabulary,تعلم_اللغات,englishteacher,entertainment,تعليقات,تعلم_الانقلش_بسهوله,engcivil,englishhome,تعلم_الانجليزية_بنفسك,viraltiktok,الترجمة,englishgrammar,الانجليزية_معنا_أسهل,england,learning,engineer;https://www.tiktok.com/@incroyable.endroit/video/7419235638014250272;lish vocabulary lish teacher entertainment civil lish home viral tik tok lish grammar gland learning engineer lish vocabulary lish teacher entertainment civil lish home viral tik tok lish grammar gland learning engineer;711;38300;37;2.97;0;224;166
95;Tiktok;Belajar IT;"Susah fokus pas belajar? Materi numpuk tapi nggak masuk-masuk juga?

Tenang ini dia nih tips dari kak @khairi , 5 cara belajar yang asik dan efisien biar kamu makin paham dan nggak bosen!
Tonton videonya sampai habis dan langsung praktikkan ya!

Gabung bareng kami di PintarPandai, tempatnya belajar jadi seru, terarah, dan bikin kamu makin pintar dan Pandai!

Instagram: @pintarpandai.learning
CP: 0823-9140-2657 (Dimas/WhatsApp)

#BelajarEfisien #TipsBelajar #CaraBelajarAsik #PinterPandai #EdukasiAnakMuda #ShortsEdukasi #BelajarMenyenangkan #PelajarCerdas #ProduktifSetiapHari #MotivasiBelajar";BelajarEfisien,TipsBelajar,CaraBelajarAsik,PinterPandai,EdukasiAnakMuda,ShortsEdukasi,BelajarMenyenangkan,PelajarCerdas,ProduktifSetiapHari,MotivasiBelajar;https://www.tiktok.com/@pintarpandai.learning/video/7506484445759671570;susah fokus pas ajar materi masuk masuk tenang nih tips kak khair ajar asi efisien biar paham bose tonton video habis langsung praktik gabung bareng pintar pandai ajar seru tera rah pintar pandai stag ram pintar pandai learning dim whats ajar efisien tips ajar ajar asi pinte pandai edukasi anak muda shorts edukasi ajar meny angka pel ajar cerdas produktif setia motivasi ajar ajar efisien tips ajar ajar asi pinte pandai edukasi anak muda shorts edukasi ajar meny angka pel ajar cerdas produktif setia motivasi ajar;36700;188500;132;28.95;1;3029;14711
96;Tiktok;Belajar IT;Before After Programmer #c #tutorial #example #algoritma #algorithm #explore #softwareengineer #visualstudio #programming #cpp #csharp #yazılım #programlama #kodyazmak #öğretici #programlamadili #yazılımöğren #yazılımmühendisliği #softwaredeveloper #softwareengineer #coding #codinglife #codingtiktok #codingmemes #coder #programminghumor #programmingmemes #python #java #meme #memes #javascript #kotlin #html #htmlcss;c,tutorial,example,algoritma,algorithm,explore,softwareengineer,visualstudio,programming,cpp,csharp,yazılım,programlama,kodyazmak,öğretici,programlamadili,yazılımöğren,yazılımmühendisliği,softwaredeveloper,softwareengineer,coding,codinglife,codingtiktok,codingmemes,coder,programminghumor,programmingmemes,python,java,meme,memes,javascript,kotlin,html,htmlcss;https://www.tiktok.com/@faruktutkus/video/7186649277672852742;before after programmer tutorial example algoritma algorithm explore software engineer visual studio programming sharp program ret program dil hend software developer software engineer coding coding life coding tik tok coding mem coder programming humor programming mem python java mem mem javascript kotlin html html css tutorial example algoritma algorithm explore software engineer visual studio programming sharp program ret program dil hend software developer software engineer coding coding life coding tik tok coding mem coder programming humor programming mem python java mem mem javascript kotlin html html css;41500;1200000;390;4.26;0;2704;6563
97;Tiktok;Belajar IT;"Mau upgrade skill di dunia IT?
Mulai dari dasar yang benar dengan E-Book Pemrograman Komputer.
Cocok untuk belajar mandiri!
WA: 085714920931
#itindonesia #skilldigital #belajarIT#mahasiswaIT #belajarprogramming #belajarcoding #pemrograman #programmerpemula";itindonesia,skilldigital,mahasiswait,belajarprogramming,belajarcoding,pemrograman,programmerpemula;https://www.tiktok.com/@belajar.digital.m/video/7586552967117950228;upgrade skill dunia dasar book rog rama komputer cocok ajar mandiri indonesia skill digital ajar mahasiswait ajar programming belajarcoding rog rama programmer emu indonesia skill digital mahasiswait ajar programming belajarcoding rog rama programmer emu;11;309;0;4.21;0;0;2
98;Tiktok;Belajar IT;IT cuties ✨️ #study #fyp #fypシ゚ #viral #it #informationtechnology #developer;study,fyp,fypシ゚,viral,it,informationtechnology,developer;https://www.tiktok.com/@genyrin_g/video/7474586211944779016;cutie study viral information technology developer study viral information technology developer;63200;637500;182;12.3;1;4366;10676
99;Tiktok;Belajar IT;Landing a job in I.T #informationtechnology #fyp #techtok;informationtechnology,fyp,techtok;https://www.tiktok.com/@crackedeng/video/7434660916542688555;landing job information technology tech tok information technology tech tok;11100;184700;101;9.8;0;336;6555
100;Tiktok;Belajar IT;"""Belajar jadi hacker nggak harus jago duluan, yang penting mulai dulu. #belajarIT #hackerpemula #cybersecurity #motivasiIT #tiktokbelajar """;belajarit,hackerpemula,cybersecurity,motivasiit,tiktokbelajar;https://www.tiktok.com/@fidztech7/video/7527595924235832583;ajar hacker jago ulua ulu ajar hacker emu cyber security motivasi tik tok ajar ajar hacker emu cyber security motivasi tik tok ajar;3585;71400;252;6.94;0;159;956
101;Tiktok;Belajar IT;IT Student #codingtiktok #softwaredevelopment #developerlife #itstudent;codingtiktok,softwaredevelopment,developerlife,itstudent;https://www.tiktok.com/@pixeldevp/video/7587817048630119736;student coding tik tok software development developer life its dent coding tik tok software development developer life its dent;3268;28200;20;13.73;1;126;459
102;Tiktok;Belajar IT;When I started learning how to code I had to put in countless hours a day to learn new concepts. I even worked at an internship that paid $2 an hour to help better myself in this profession and it eventually paid off and now i’m making over 10k/month. If you want to do the same follow me and I’ll help you in your journey #programming #computerscience #softwareengineer #tech #learntocode #coding;programming,computerscience,softwareengineer,tech,learntocode,coding;https://www.tiktok.com/@davidabragg/video/7273748826085805314;when start learning how code had put countless hour day learn new concept even worked internship that pai hour help better myself this profession and eventually pai off and now making over month you want the same follow and help you your journey programming computer science software engineer tech learnt code coding programming computer science software engineer tech learnt code coding;5154;101800;82;7.05;0;96;1841
103;Tiktok;Belajar IT;"Zaman sekarang belajar IT gak harus nunggu kuliah!
Cukup HP & niat, anak-anak pun bisa mulai dari sekarang.
Cocok buat SD, SMP, sampai SMA! ‍‍
Bisa jadi bekal masa depan 

#BelajarIT #AnakCerdasDigital #CodingUntukAnak #NgodingDiHP #AplikasiEdukasi #ParentingDigital #AnakZamanNow #BelajarITDariHP #TeknologiPendidikan";;https://www.tiktok.com/@happycoderid/video/7510802927829683463;zaman ajar nung kuliah niat anak anak cocok sma bekal ajar anak cerdas digital coding anak coding aplikasi edukasi parent ing digital anak zaman now ajar teknologi pend ikan;58;12900;1;0.67;0;6;22
104;Tiktok;Belajar IT;we’re not leaving the beginner computer science girlies behind  @Codédex #computersciencegirlies #computersciencemajor #ibcomputerscience #apcomputerscience;computersciencegirlies,computersciencemajor,ibcomputerscience,apcomputerscience;https://www.tiktok.com/@michellescomputer/video/7256972702894820651;not leaving the beginner computer science girlie behind cod computer science girlie computer science major computer science computer science computer science girlie computer science major computer science computer science;137500;1200000;548;20.4;1;9405;97339
105;Tiktok;Belajar IT;Web developers  #fyp #foryou #bsit #it #coding #programming #webdevelopment #techtok;fyp,foryou,bsit,it,coding,programming,webdevelopment,techtok;https://www.tiktok.com/@wreckzonee/video/7387379523681144080;web developer for you sit coding programming web development tech tok for you sit coding programming web development tech tok;7992;106300;51;11.65;1;200;4141
106;Tiktok;Belajar IT;Belajar IT emg seru kok #ngoding #IT #programming;ngoding,it,programming;https://www.tiktok.com/@umam_syarief/video/7582826057422753045;ajar seru coding programming coding programming;16;415;0;4.34;0;0;2
107;Tiktok;Belajar IT;"Nah, kalau kamu bisa belajar coding juga, kamu mau buat apa dulu nih? Game, Website, atau robot? 

#YukIT #Mataram #BelajarIT #CodingAnak #FYPIndonesia";YukIT,Mataram,BelajarIT,CodingAnak,FYPIndonesia;https://www.tiktok.com/@yuk_it/video/7566280786937122069;ajar coding ulu nih game web site robot yuk matara ajar coding pind one sia yuk matara ajar coding pind one sia;12;751;0;1.86;0;0;2
108;Tiktok;Belajar IT;If you want to study IT and work in an office-based IT role, you should learn CompTIA A+, Network+, Windows Server, Microsoft Office/Office 365, ticketing systems, Active Directory, and tools like Jira. These skills are commonly required for entry-level IT support and help desk jobs.#abgaaley #fyp #fypagee #motivition #inspirationalquotes;abgaaley,fyp,fypagee,motivition,inspirationalquotes;https://www.tiktok.com/@flavor_queeen/video/7584781328907029763;you want study and work office based role you should learn network windows server micro soft office office ticketing system active directory and tool like jir these skill are commonly require for entry level support and help desk job ale page mot ion inspirational quote ale page mot ion inspirational quote;1608;15400;36;13.58;1;147;301
109;Tiktok;Belajar IT;"Hi IT Enthusiast!
Kalian mau belajar Networking tapi bingung karena gak punya alatnya ? coba tonton video ini, dan jangan lupa di share dan follow ya
Belajar sama sama, sama sama belajar
#belajarit #belajarnetworking #belajarserver #itpemula #cisco";belajarit,belajarnetworking,belajarserver,itpemula,cisco;https://www.tiktok.com/@dokter.it/video/7455586090523626759;enthusiast ajar network ing bingung alat coba tonton video lupa share follow ajar ajar ajar ajar network ing ajar server emu cisco ajar ajar network ing ajar server emu cisco;7;471;0;2.76;0;1;5
